loc,long,lat,region,date,type,descr,deaths,death_stat,source
Nis,21.85728068,43.33607749,Serbia,5/8/1999,military facility,airport,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, HRW"
Nis,21.85765881,43.33601767,Serbia,5/10/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/11/1999,civilian,,2,civilian,Bela Knjiga
Nis,21.874938,43.31806603,Serbia,5/13/1999,infrastructure,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/18/1999,infrastructure,bridge,0,,http://www.nin.co.rs/arhiva/2525/5.html
Nis,21.874938,43.31806603,Serbia,5/21/1999,military units,,0,,http://www.nin.co.rs/arhiva/2526/7.html
Nis,21.874938,43.31806603,Serbia,5/23/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/27/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/29/1999,civilian,,2,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nis,21.874938,43.31806603,Serbia,5/30/1999,industry,tobacco factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Nogavac,20.6430068,42.33781389,Kosovo,4/2/1999,military units,,1,civilian,Bela Knjiga
Nova Pazova,20.19775119,44.95211273,Vojvodina,5/8/1999,civilian,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Badovac,21.20510405,42.58750533,Kosovo,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Beograd,20.3519,44.803,Serbia,5/16/1999,military units,,0,,http://www.nin.co.rs/arhiva/2525/5.html
Novi Beograd,20.3519,44.803,Serbia,5/27/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Novi Beograd, Chinese Embassy",20.41844005,44.82485267,Serbia,5/7/1999,civilian,,3,civilian,Bela Knjiga
"Novi Beograd, hotel Jugoslavija",20.42020305,44.82991975,Serbia,5/8/1999,civilian,,1,military,FHP
"Novi Beograd, toplana",20.4093,44.8007,Serbia,4/4/1999,industry,factory,1,civilian,Bela Knjiga
"Novi Beograd, Usce",20.43752776,44.81587817,Serbia,4/21/1999,communications,,0,,Bela Knjiga
"Novi Beograd, Usce",20.43752776,44.81587817,Serbia,4/27/1999,communications,,0,,"Bela Knjiga, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
Novi Pazar,20.4979,43.1423,Serbia,4/24/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Pazar,20.4979,43.1423,Serbia,4/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Pazar,20.4979,43.1423,Serbia,5/1/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Pazar,20.4979,43.1423,Serbia,5/31/1999,civilian,building,11,civilian/military,Bela Knjiga
Novi Sad,19.7794,45.2716,Serbia,3/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.7794,45.2716,Serbia,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,4/5/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,4/7/1999,industry,refinery,0,,Bela Knjiga
Novi Sad,19.86173506,45.27446932,Serbia,4/12/1999,industry,refinery,0,,Bela Knjiga
Novi Sad,19.86173506,45.27446932,Serbia,4/13/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,4/15/1999,various,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Sad,19.86173506,45.27446932,Serbia,4/16/1999,various,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,4/17/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,4/18/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,4/20/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.7794,45.2716,Serbia,4/24/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Sad,19.86173506,45.27446932,Serbia,4/25/1999,industry,refinery,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Sad,19.86009099,45.26192649,Serbia,4/26/1999,infrastructure,bridge,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Sad,19.86173506,45.27446932,Serbia,4/28/1999,industry,refinery,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Sad,19.86173506,45.27446932,Serbia,4/29/1999,industry,refinery,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novi Sad,19.86173506,45.27446932,Serbia,5/2/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.7794,45.2716,Serbia,5/3/1999,communications,,0,,http://www.vreme.com/arhiva_html/vb9/1.html
Novi Sad,19.7794,45.2716,Serbia,5/13/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.7794,45.2716,Serbia,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.86173506,45.27446932,Serbia,5/23/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.84880855,45.25443892,Serbia,5/26/1999,communications,TV station,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.7794,45.2716,Serbia,6/1/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novi Sad,19.7794,45.2716,Serbia,6/2/1999,civilian,hotel,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Novi Sad, Banska palata",19.84341406,45.25303684,Serbia,4/19/1999,civilian,monument,0,,Bela Knjiga
"Novi Sad, centar za obuku MUP",19.83565427,45.25594294,Serbia,3/24/1999,military facility,police,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Novi Sad, Detelinara",19.80557254,45.25949244,Serbia,5/6/1999,civilian,,0,,Bela Knjiga
"Novi Sad, Izvrsno vece",19.84913729,45.25336528,Serbia,4/19/1999,government,,0,,Bela Knjiga
"Novi Sad, most Slobode",19.84897441,45.23434427,Serbia,4/3/1999,infrastructure,bridge,0,,Bela Knjiga
"Novi Sad, sangaj",19.8738,45.2721,Serbia,5/31/1999,infrastructure,grid,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Novi Sad, sangaj",19.8738,45.2721,Serbia,6/8/1999,industry,refinery,1,civilian,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
"Novi Sad, seleznicki most",19.85944551,45.26243897,Serbia,4/5/1999,infrastructure,bridge,0,,Bela Knjiga
"Novi Sad, Varadinski most",19.85704136,45.2546132,Serbia,4/1/1999,infrastructure,bridge,1,civilian,Bela Knjiga
Novo Brdo,21.4235,42.6098,Kosovo,6/3/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Novopazarska banja,20.5429,43.1573,Serbia,4/23/1999,military units,,0,,Bela Knjiga
Novopazarska Banja,20.5429,43.1573,Serbia,4/26/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Novopazarska banja,20.5429,43.1573,Serbia,4/30/1999,military units,,0,,Bela Knjiga
Obilic,21.0584,42.6863,Kosovo,3/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Obrenovac,20.1948,44.6588,Serbia,4/19/1999,military units,,0,,http://edition.cnn.com/WORLD/europe/9904/19/kosovo.02/index.html
Obrenovac,20.1948,44.6588,Serbia,5/22/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Obrenovac,20.1948,44.6588,Serbia,5/23/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Obrenovac,20.1948,44.6588,Serbia,5/31/1999,military facility,barracks,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Obrenovac,20.1948,44.6588,Serbia,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Obrva,20.59565123,43.80017934,Serbia,5/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Obrva,20.59630849,43.79985578,Serbia,5/5/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Omoljica,20.6862,44.7504,Serbia,6/1/1999,military units,,3,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Orahovac,20.65335495,42.39818851,Kosovo,5/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Orlate,20.8243,42.5452,Kosovo,4/8/1999,military facility,,2,military,FHP
Orlate,20.8243,42.5452,Kosovo,4/29/1999,military units,,2,military,FHP
Orlate,20.8243,42.5452,Kosovo,5/4/1999,military units,,4,military/police,FHP
Orljane,21.81807324,43.21353681,Serbia,5/11/1999,civilian,,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Osecenica,20.02346605,44.17826824,Serbia,4/9/1999,military units,,0,,Bela Knjiga
Ostrusnica,20.31382663,44.73073304,Serbia,4/29/1999,infrastructure,bridge,1,civilian,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Ostrusnica,20.31382663,44.73073304,Serbia,5/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Ostrusnica, most",20.31680328,44.73830287,Serbia,4/21/1999,infrastructure,bridge,0,,Bela Knjiga
"Ostrusnica, most",20.31680328,44.73830287,Serbia,4/23/1999,infrastructure,bridge,0,,Bela Knjiga
Ostrusnicka suma,20.3443,44.6989,Serbia,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Otroci, Kraljevo",20.80251568,43.63349016,Serbia,3/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Ovcar predajnik, Cacak",20.18558001,43.89804113,Serbia,4/15/1999,communications,relay,0,,Bela Knjiga
"Ovcar predajnik, Cacak",20.18558001,43.89804113,Serbia,4/23/1999,communications,relay,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Padinska skela,20.3855,44.9658,Serbia,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Padinska skela,20.3855,44.9658,Serbia,5/16/1999,military units,,0,,http://www.nin.co.rs/arhiva/2525/5.html
Palic,19.76295201,46.10218391,Serbia,5/20/1999,civilian,weather station,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Palic,19.76295201,46.10218391,Serbia,5/27/1999,civilian,,1,civilian,FHP
Pancevo,20.64003582,44.8613946,Vojvodina,3/27/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,3/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,4/4/1999,industry,refinery,3,civilian,Bela Knjiga
Pancevo,20.64003582,44.8613946,Vojvodina,4/7/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,4/8/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,4/12/1999,industry,refinery,0,,Bela Knjiga
Pancevo,20.64003582,44.8613946,Vojvodina,4/13/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,4/15/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pancevo,20.64003582,44.8613946,Vojvodina,4/16/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,4/18/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,5/1/1999,civilian,,0,,Bela Knjiga
Pancevo,20.64003582,44.8613946,Vojvodina,5/31/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,6/1/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancevo,20.64003582,44.8613946,Vojvodina,6/8/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pancicev vrh,20.8087,43.2835,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Paracin,21.39666279,43.86400101,Serbia,4/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Paracin,21.39666279,43.86400101,Serbia,4/28/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Paracin,21.39666279,43.86400101,Serbia,5/8/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Paracin,21.39666279,43.86400101,Serbia,5/12/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Paracin,21.39666279,43.86400101,Serbia,5/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Partes,21.4244,42.402,Kosovo,3/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pasjane,21.4873,42.4058,Kosovo,3/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pasjane,21.4873,42.4058,Kosovo,4/30/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pasjane,21.4873,42.4058,Kosovo,5/9/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Pastrik, Planeja",20.52791182,42.21013654,Kosovo,4/15/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pavlovac,21.8545,42.4922,Serbia,4/14/1999,civilian,,2,civilian,FHP
Pec,20.2632,42.6607,Kosovo,4/7/1999,military facility,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,4/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,4/15/1999,military facility,military,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pec,20.2632,42.6607,Kosovo,4/27/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pec,20.2632,42.6607,Kosovo,5/9/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,5/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,5/17/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,5/19/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pec,20.2632,42.6607,Kosovo,6/6/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Pepeljevac, most",21.25133626,43.56737778,Serbia,4/15/1999,infrastructure,bridge,0,,Bela Knjiga
Petrovcic,20.14389226,44.79373357,Belgrade,4/18/1999,military units,,2,military,FHP
Pirane,20.6725,42.2925,Kosovo,4/14/1999,military units,,5,civilian/military,FHP
Pirane,20.6661,42.2929,Kosovo,6/5/1999,military facility,bunker,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pirot,22.595451,43.14180505,Serbia,5/21/1999,military units,,0,,http://www.nin.co.rs/arhiva/2526/7.html
Pirot,22.595451,43.14180505,Serbia,5/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pirot,22.595451,43.14180505,Serbia,5/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pirot,22.595451,43.14180505,Serbia,5/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Planeja,20.572,42.2115,Kosovo,5/30/1999,military units,,1,military,FHP
Planeja,20.572,42.2115,Kosovo,5/31/1999,military units,,5,military,FHP
Podgorac,21.95004257,43.93966793,Serbia,6/7/1999,civilian,,3,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Podgorica,19.29065883,42.44248665,Montenegro,4/6/1999,military units,,0,,Bela Knjiga
Podgorica,19.29065883,42.44248665,Montenegro,4/7/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Podina,21.6579,43.2145,Serbia,4/30/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Podina,21.6579,43.2145,Serbia,5/11/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Podujevo,21.19019327,42.91038166,Kosovo,4/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Podujevo,21.19019327,42.91038166,Kosovo,5/7/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pomazatin,21.02,42.621,Kosovo,5/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ponikve,19.6915,43.8998,Serbia,4/20/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ponikve,19.6915,43.8998,Serbia,4/30/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ponikve,19.6915,43.8998,Serbia,5/17/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ponikve,19.6915,43.8998,Kosovo,5/21/1999,military facility,airport,0,,http://nointervention.com/archive/Yugoslavia/www.serbia-info.com/news/1999-06/05/12335.html
Ponikve,19.6915,43.8998,Serbia,5/23/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ponikve,19.6915,43.8998,Serbia,5/28/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ponikve,19.6915,43.8998,Serbia,6/2/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Popovac, Nis",21.8101,43.339,Serbia,5/28/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Posarevac,21.18419315,44.62030752,Serbia,4/29/1999,civilian,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Posarevac,21.18419315,44.62030752,Serbia,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Posarevac,21.18419315,44.62030752,Serbia,5/22/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Posega,20.03394985,43.84538025,Serbia,5/21/1999,military units,,0,,http://www.nin.co.rs/arhiva/2526/7.html
Posliste,20.67160645,42.1789497,Kosovo,5/14/1999,military units,,1,military,FHP
Posliste,20.67160645,42.1789497,Kosovo,5/31/1999,military units,,1,military,FHP
Prahovo,22.60748512,44.2871962,Serbia,5/5/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prahovo,22.60748512,44.2871962,Serbia,5/15/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prahovo,22.60748512,44.2871962,Serbia,5/26/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pranjani,20.20814711,44.01005982,Serbia,4/13/1999,civilian,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Preoce,21.1183,42.5958,Kosovo,4/11/1999,civilian,civilian,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Presevo,21.64793836,42.30894036,Serbia,4/15/1999,military units,,8,military,FHP
Presevo,21.64793836,42.30894036,Serbia,5/17/1999,military units,,0,,http://www.prviprvinaskali.com/clanci/dren/ekologija/hronologija-nato-bombardovanja-srj.html
Priboj,19.52536073,43.58264058,Serbia,5/29/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pricevic,19.77335207,44.27982258,Serbia,4/9/1999,military units,,1,military,FHP
Pricevic,19.77335207,44.27982258,Serbia,4/18/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pricevic,19.77335207,44.27982258,Serbia,4/26/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Prijanovici,20.07988038,43.85743277,Serbia,4/14/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prijanovici,20.07988038,43.85743277,Serbia,4/18/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prijanovici,20.07988038,43.85743277,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prijepolje,19.6483418,43.38891451,Serbia,5/3/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Prilike, Ivanjica",20.15131052,43.63174072,Serbia,4/13/1999,communications,,0,,Bela Knjiga
"Prilike, Ivanjica",20.15131052,43.63174072,Serbia,4/20/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Prilike, Ivanjica",20.15131052,43.63174072,Serbia,4/30/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,3/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,3/26/1999,military units,civilian,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,3/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,3/29/1999,military units,civilian,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,4/5/1999,industry,refinery,0,,Bela Knjiga
Pristina,21.1237,42.6664,Kosovo,4/7/1999,military facility,,9,civilian/police,FHP
Pristina,21.1237,42.6664,Kosovo,4/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,4/12/1999,various,various,4,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,4/13/1999,industry,factory,0,,Bela Knjiga
Pristina,21.1237,42.6664,Kosovo,4/13/1999,various,various,1,civilian,"Bela Knjiga, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
Pristina,21.1237,42.6664,Kosovo,4/14/1999,industry,factory,1,military,Bela Knjiga
